id,kayapo,ingles,linha_original
1293,"Ãã, ikaprĩre","Yes, I'm sad","Ãã, ikaprĩre		Yes, I'm sad"
1294,Ikra kanêkam ne ba ikaprĩre My son is sick and that's why I'm,sad,Ikra kanêkam ne ba ikaprĩre My son is sick and that's why I'm sad
1295,Djãm arỳm ne ga õ pidjỳ'ỳr tẽ?,Have already you looked for his medicine?,Djãm arỳm ne ga õ pidjỳ'ỳr tẽ?	Have already you looked for his medicine?
1296,Ikrakadjyne ba pidjỳ'ỳr tẽ nhym arỳm kàjbê mex,I have already looked for medicine for him and he got a little better,Ikrakadjyne ba pidjỳ'ỳr tẽ nhym arỳm kàjbê mex	I have already looked for medicine for him and he got a little better
1297,Mỳj kanê?,What's his illness?,Mỳj kanê?	 What's his illness?
1298,Kangrokammẽ kakkam kanê.,He has fever and cough.,Kangrokammẽ kakkam kanê.		He has fever and cough.
1299,Akatibê gê dja akra mex jabej.,Let's see if he get better tomorrow.,Akatibê gê dja akra mex jabej.	Let's see if he get better tomorrow.
1300,"Ãã, birãm akatibê nhym arỳm mex.","Yes, maybe he'll be fine by tomorrow.","Ãã, birãm akatibê nhym arỳm mex.		Yes, maybe he'll be fine by tomorrow."
1301,jabej,let's see,jabej	 let's see
1302,Atẽmdjà kamne ba ikaprĩre.,I'm sad because you're leaving.,Atẽmdjà kamne ba ikaprĩre.	I'm sad because you're leaving.
1303,Inhõ kikre xêt kamne ba ikaprĩre.,I'm sad because my house burned.,Inhõ kikre xêt kamne ba ikaprĩre.	I'm sad because my house burned.
1304,Imjên djàkre kamne ba ikaprĩre.,I'm sad because my husband is angry,Imjên djàkre kamne ba ikaprĩre.	I'm sad because my husband is angry
1305,Inhõ karinhô o bikẽnh kamne ba ikaprĩre.,I'm sad because my tobbaco is destroyed,Inhõ karinhô o bikẽnh kamne ba ikaprĩre.	I'm sad because my tobbaco is destroyed
1306,Inhõ angà ibê biknor kamne ba ikaprĩre.,I'm sad because my beads are stolen,Inhõ angà ibê biknor kamne ba ikaprĩre.	I'm sad because my beads are stolen
1307,Inhõ angà ibê biknor kamne ba ikaprĩre.,I'm sad because my beads are lost,Inhõ angà ibê biknor kamne ba ikaprĩre.	I'm sad because my beads are lost
1308,Atẽmdjà kamne ba ikaprĩre.,I'm sad because you're leaving,Atẽmdjà kamne ba ikaprĩre.	I'm sad because you're leaving
1309,Atẽmdjà kamne ba ikaprĩre.,I'm sad because you're leaving,Atẽmdjà kamne ba ikaprĩre.	I'm sad because you're leaving
1310,Mỳkam ne ga muw?,Why are you crying?,Mỳkam ne ga muw?		Why are you crying?
1311,Mỳkam ne ga atykdjà?,Why are you tired?,Mỳkam ne ga atykdjà?		Why are you tired?
1312,Mỳkam ne ga arek nhỹ?,Why did you stay seated?,Mỳkam ne ga arek nhỹ?		Why did you stay seated?
1313,Ikra kanêkam ne ba muw,I'm crying because my son is sick,Ikra kanêkam ne ba muw	I'm crying because my son is sick
1314,Ikra kanêkam ne ba itykdjà,I'm tired because my son is sick,Ikra kanêkam ne ba itykdjà	I'm tired because my son is sick
1315,Ikra kanêkam ne ba arek nhỹ,I stay seated because my son is sick,Ikra kanêkam ne ba arek nhỹ	I stay seated because my son is sick
1316,Mỳjkadjy ne ga bà'ỳr tẽ?,Why did you go to the woods?,Mỳjkadjy ne ga bà'ỳr tẽ?		Why did you go to the woods?
1317,Mry Kadjy ne ba bà'ỳr tẽ.,I went to the woods to hunt,Mry Kadjy ne ba bà'ỳr tẽ.	 I went to the woods to hunt
1318,Pidjô Kadjy ne ba bà'ỳr tẽ.,I went to the woods to fetch fruits,Pidjô Kadjy ne ba bà'ỳr tẽ.	 I went to the woods to fetch fruits
1319,Kruw Kadjy ne ba bà'ỳr tẽ.,I went to the woods to get arrow materials,Kruw Kadjy ne ba bà'ỳr tẽ.	 I went to the woods to get arrow materials
1320,Mrôti Kadjy ne ba bà'ỳr tẽ.,I went to the woods to get genipap,Mrôti Kadjy ne ba bà'ỳr tẽ.	 I went to the woods to get genipap
1321,Menh Kadjy ne ba bà'ỳr tẽ.,I went to the woods to get honey,Menh Kadjy ne ba bà'ỳr tẽ.	 I went to the woods to get honey
1322,Mỳjkadjy ne ga pidjỳ'ỳr tẽ? What did you go look for medicine,for?,Mỳjkadjy ne ga pidjỳ'ỳr tẽ? What did you go look for medicine for?
1323,Mỳjkadjy ne ga bà? What did you go to the woods,for?,Mỳjkadjy ne ga bà? What did you go to the woods for?
1324,Mỳjkadjy ne ga anhõ kikre? What did you go home,for?,Mỳjkadjy ne ga anhõ kikre? What did you go home for?
1325,Mỳjkadjy ne ga purmã?,What did you go to farm for?,Mỳjkadjy ne ga purmã?	What did you go to farm for?
1326,Ikra Kadjy ne ba pidjy'ỳr tẽ I went look for medicine for my,son,Ikra Kadjy ne ba pidjy'ỳr tẽ I went look for medicine for my son
1327,Mry Kadjy ne ba bà,I went hunting,Mry Kadjy ne ba bà	I went hunting
1328,Idjàpênh Kadjy ne ba inhõ kikre I went home for,working,Idjàpênh Kadjy ne ba inhõ kikre I went home for working
1329,Môp Kadjy ne ba purmã,I went to get yam,Môp Kadjy ne ba purmã	 I went to get yam
1330,Ije mrj jabej mã ne ba bà'ỳr tẽ,I went with the purpose of hunting,Ije mrj jabej mã ne ba bà'ỳr tẽ	 I went with the purpose of hunting
1331,Ije ngrwaô byr mã ne ba bà'ỳr tẽ,I went with the purpose of fetching ngrwaô,Ije ngrwaô byr mã ne ba bà'ỳr tẽ	 I went with the purpose of fetching ngrwaô
1332,Ije djudjê kênh mã ne ba bà'ỳr tẽ,I went with the purpose of straightening an arc,Ije djudjê kênh mã ne ba bà'ỳr tẽ	 I went with the purpose of straightening an arc
1333,Ije pi mẽnh mã ne ba bà'ỳr tẽ,I went with the purpose of cutting firewood,Ije pi mẽnh mã ne ba bà'ỳr tẽ	 I went with the purpose of cutting firewood
1334,Ije mẽnh nhõpô mã ne ba bà'ỳr tẽ,I went with the purpose of fetching bee honey,Ije mẽnh nhõpô mã ne ba bà'ỳr tẽ	 I went with the purpose of fetching bee honey
1335,Ije bô kabôr mã ne ba bà'ỳr tẽ,I went with the purpose of opening straw,Ije bô kabôr mã ne ba bà'ỳr tẽ	 I went with the purpose of opening straw
1336,Amũ akati ja'ã ne ba tẽ.,I went yesterday.,Amũ akati ja'ã ne ba tẽ.		I went yesterday.
1337,Pi'ôk tyk ny'ã ne ba tẽ.,I went Monday.,Pi'ôk tyk ny'ã ne ba tẽ.		I went Monday.
1338,Pi'õk ràràr'ã ne ba tẽ.,I went Saturday.,Pi'õk ràràr'ã ne ba tẽ.		I went Saturday.
1339,Pi'ôk kamrêk'ã ne ba tẽ.,I went Sunday.,Pi'ôk kamrêk'ã ne ba tẽ.		I went Sunday.
1340,Akati ja'ã ne ba tẽ.,I went today.,Akati ja'ã ne ba tẽ.		I went today.
1341,Amrẽbê ne ba tẽ.,I went a long time ago.,Amrẽbê ne ba tẽ.		I went a long time ago.
1342,Akatibê dja ba tẽ.,I'll go tomorrow,Akatibê dja ba tẽ.	I'll go tomorrow
1343,Pi'ôk tyk nykam dja ba tẽ.,I'll go Monday,Pi'ôk tyk nykam dja ba tẽ.	I'll go Monday
1344,Pi'ôk ràràrkam dja ba tẽ.,I'll go Saturday,Pi'ôk ràràrkam dja ba tẽ.	I'll go Saturday
1345,Pi'ôk kamrêkkam dja ba tẽ.,I'll go Sunday,Pi'ôk kamrêkkam dja ba tẽ.	I'll go Sunday
1346,Akati'õkam dja ba tẽ.,"I'll go one of these days""","Akati'õkam dja ba tẽ.	I'll go one of these days"""
1347,ngô tàm flood,season,ngô tàm flood season
1348,na tỹm,flood season,na tỹm	flood season
1349,amex,summer,amex		summer
1350,bày prỳ kamrêk,time when corn turns red,bày prỳ kamrêk	time when corn turns red
1351,bày ngrà,time when the corn dries,bày ngrà		time when the corn dries
1352,kum ngo rainy,season,kum ngo rainy season
1353,Kryràm ne me nire purmã mõ nhym me my mry jabej mõ,"Early in the morning, the women went to the fields and the men went hunting","Kryràm ne me nire purmã mõ nhym me my mry jabej mõ	Early in the morning, the women went to the fields and the men went hunting"
1354,Nhym kam kàjmã myt nhỹrkam ne me nire arỳm jàt gan aringro tỳxkam ajte krĩmã bôx,"By around 10:00 a.m., the women had already roasted the sweet potatoes, and when the sun was strong, they returned to the village","Nhym kam kàjmã myt nhỹrkam ne me nire arỳm jàt gan aringro tỳxkam ajte krĩmã bôx	By around 10:00 a.m., the women had already roasted the sweet potatoes, and when the sun was strong, they returned to the village"
1355,Nhym myt ibô nhym kam pĩ ngrà'ỳr mõ.,In the afternoon the women went to collect firewood.,Nhym myt ibô nhym kam pĩ ngrà'ỳr mõ.		In the afternoon the women went to collect firewood.
1356,Mry bôrkadjy me pĩ ngrà'ỳr mõ,They went looking for firewoods to roast the meat,Mry bôrkadjy me pĩ ngrà'ỳr mõ	 They went looking for firewoods to roast the meat
1357,Nhym kam amykrykam ne me my bàkurũm bôx.,"Then in the afternoon, the men arrive from the woods","Nhym kam amykrykam ne me my bàkurũm bôx.		Then in the afternoon, the men arrive from the woods"
1358,Nhym kam me nire parakam arek mry djàro dja.,"At dusk, the women were roasting the meat.","Nhym kam me nire parakam arek mry djàro dja.		At dusk, the women were roasting the meat."
1359,Nhym akamàt ngrirekam me kunĩ 'õ kwỳ krẽno nhỹ,Soon after dusk everyone were eating,Nhym akamàt ngrirekam me kunĩ 'õ kwỳ krẽno nhỹ	Soon after dusk everyone were eating
1360,Nhym akamàt bar arek inhõto nõ,At night everyone slept,Nhym akamàt bar arek inhõto nõ	At night everyone slept
1361,akamàt,at night,akamàt	at night
1362,akamàt ngrire,after dusk,akamàt ngrire	 after dusk
1363,aringro tỳx when the sun is,hot,aringro tỳx when the sun is hot
1364,kàjmã myt nhỹr,around ten o'clock,kàjmã myt nhỹr	around ten o'clock
1365,Mỳj myt nhỳrkam ne ga bôx?,When did you arrive?,Mỳj myt nhỳrkam ne ga bôx?	When did you arrive?
1366,Ajbir ne ba bôx.,I arrived right now,Ajbir ne ba bôx.	 I arrived right now
1367,Kryràm ne ba bôx.,I arrived in early morning,Kryràm ne ba bôx.	 I arrived in early morning
1368,Kàjmã myt nhỹrkam ne ba bôx.,I arrived around 10:00 a.m.,Kàjmã myt nhỹrkam ne ba bôx.	 I arrived around 10:00 a.m.
1369,Myt ibôkam ne ba bôx.,I arrived in the afternoon,Myt ibôkam ne ba bôx.	 I arrived in the afternoon
1370,Amykrykam ne ba bôx.,I arrived in the evening,Amykrykam ne ba bôx.	 I arrived in the evening
1371,Parakam ne ba bôx.,I arrived at dusk,Parakam ne ba bôx.	 I arrived at dusk
1372,Akamàt ngrirekam ne ba bôx.,I arrived after dark,Akamàt ngrirekam ne ba bôx.	 I arrived after dark
1373,Akamàtkam ne ba bôx.,I arrived at night,Akamàtkam ne ba bôx.	 I arrived at night
1374,Djãm ajbir ne ga bôx?,Did you arrived now?,Djãm ajbir ne ga bôx?	 Did you arrived now?
1375,akati tẽ,almost at dawn,akati tẽ		almost at dawn
1376,akati,the day,akati	 the day
1377,akamàt kô ipôkri,late at night,akamàt kô ipôkri		late at night
1378,Mỳj newa?,What's this?,Mỳj newa?	 What's this?
1379,Pi'ôk no'ôk djà neja.,It's a pen.,Pi'ôk no'ôk djà neja.	 It's a pen.
1380,Pi'ôk no'ôk djà neja.,It's a pencil.,Pi'ôk no'ôk djà neja.	 It's a pencil.
1381,Titik djà neja.,It's a typewriter.,Titik djà neja.	 It's a typewriter.
1382,Me kabẽn mar djà neja.,It's a recorder.,Me kabẽn mar djà neja.	 It's a recorder.
1383,Me kabẽn mar djà neja.,It's a radio.,Me kabẽn mar djà neja.	 It's a radio.
1384,Kayr djà neja.,It's a sewing machine.,Kayr djà neja.	 It's a sewing machine.
1385,Pĩ jakàr djà neja.,It's a saw.,Pĩ jakàr djà neja.	 It's a saw.
1386,Me kamjỳr djà neja.,It's a sewing syringue,Me kamjỳr djà neja.	 It's a sewing syringue
1387,Krĩraxkurũm ne me bôx,They all arrived from city,Krĩraxkurũm ne me bôx	 They all arrived from city
1388,Kryràm ne ba bàkurũm bôx,I arrived from the woods in early morning,Kryràm ne ba bàkurũm bôx	 I arrived from the woods in early morning
1389,"Nãr, _____. What is",_____?,"Nãr, _____. What is _____?"
1390,Djã nã gãm mỳjjao akno? Did you lose,something?,Djã nã gãm mỳjjao akno? Did you lose something?
1391,"Bir, ba te inhõ karaxu jabej mrã.","Well, I looking for my spoon and I don't find it","Bir, ba te inhõ karaxu jabej mrã.	 Well, I looking for my spoon and I don't find it"
1392,Birãm ikra ibê o akno.,Maybe my son have thrown away.,Birãm ikra ibê o akno.	Maybe my son have thrown away.
1393,Djãm arỳm ne ga pĩponh'ã abejne kikre bu'ã abejne pry'ã abej?,Have you looked at the table and around the house and on the way?,Djãm arỳm ne ga pĩponh'ã abejne kikre bu'ã abejne pry'ã abej?	 Have you looked at the table and around the house and on the way?
1394,"Ãã, ba arỳm mỳjja kunĩ kamũ.","Yes, I have already examined everything.","Ãã, ba arỳm mỳjja kunĩ kamũ.		Yes, I have already examined everything."
1395,Ba arỳm kàkam ne ngônhkam abej ne kum ikator kêt.,I looked in the basket and in the pot and I don't find it.,Ba arỳm kàkam ne ngônhkam abej ne kum ikator kêt.	 I looked in the basket and in the pot and I don't find it.
1396,Ota.,Look.,Ota.		Look.
1397,Mỳj ne pĩ ngrà'ã mõ?,What is that thing in the firewood?,Mỳj ne pĩ ngrà'ã mõ?		What is that thing in the firewood?
1398,Tãm ne ja.,That's the one.,Tãm ne ja.	That's the one.
1399,Arỳm ne ba ikĩnh.,Now I'm happy.,Arỳm ne ba ikĩnh.	 Now I'm happy.
1400,Pĩ ngrà parbêbit ne ba omũ. Pĩ ngrà nhiby'ã ne ije omũnh kêt.,I looked only at the firewood pile but I didn't look on top of firewood,Pĩ ngrà parbêbit ne ba omũ. Pĩ ngrà nhiby'ã ne ije omũnh kêt.	 I looked only at the firewood pile but I didn't look on top of firewood
1401,kunĩ,everywhere,kunĩ		everywhere
1402,Nhãr ngônh? Where's the,pot?,Nhãr ngônh? Where's the pot?
1403,Nhãr karaxu?,Where's the spoon?,Nhãr karaxu?		Where's the spoon?
1404,Nhãr pi'ôk no'ôk?,Where's the paper?,Nhãr pi'ôk no'ôk?	 Where's the paper?
1405,Nhãr pi'ôk no'ôk?,Where's the book?,Nhãr pi'ôk no'ôk?	 Where's the book?
1406,Nhãr parkà? Where's the,shoes?,Nhãr parkà? Where's the shoes?
1407,Nhãr katõk? Where's the,shotgun?,Nhãr katõk? Where's the shotgun?
1408,Wãnh ne ngônh dja,The pot is there,Wãnh ne ngônh dja	 The pot is there
1409,Wãnh ne kawa dja.,The pestle is there,Wãnh ne kawa dja.	 The pestle is there
1410,Wãnh ne kà nõ,The basket is there,Wãnh ne kà nõ	 The basket is there
1411,Wãnh ne ngônh dja,The gourd is there,Wãnh ne ngônh dja	 The gourd is there
1412,Wãnh ne ngõkon wajêt,The pot is there,Wãnh ne ngõkon wajêt	 The pot is there
1413,Kà krakri ne dja,It's below the basket,Kà krakri ne dja		It's below the basket
1414,Pĩ parbê ne dja It's at the foot of the,tree,Pĩ parbê ne dja It's at the foot of the tree
1415,Pĩponh nhiby'ã ne dja,It's on the table,Pĩponh nhiby'ã ne dja	 It's on the table
1416,Ngô mỳrri ne dja,It's on the riverbank,Ngô mỳrri ne dja		It's on the riverbank
1417,Ki jatãri ne dja,It's next to the oven,Ki jatãri ne dja		It's next to the oven
1418,Kuwy mỳrbè wajêt,It's over the fire.,Kuwy mỳrbè wajêt		It's over the fire.
1419,Kati. Pĩ parbê kàx nõ.,"No, the manchet is at the foot of the tree.","Kati. Pĩ parbê kàx nõ.	No, the manchet is at the foot of the tree."
1420,Ikra ibê tyk.,My son died to me.,Ikra ibê tyk.	 My son died to me.
1421,Ikra ibê tẽ.,My son is gone from me,Ikra ibê tẽ.	 My son is gone from me
1422,Ikra ibê tỹm.,My son is fallen to me.,Ikra ibê tỹm.	 My son is fallen to me.
1423,Akra abê tyk.,My son died to him,Akra abê tyk.	 My son died to him
1424,Akra abê tẽ.,My son is gone to him,Akra abê tẽ.	 My son is gone to him
1425,Akra abê tỹm.,My son is fallen to him,Akra abê tỹm.	 My son is fallen to him
1426,Kôkôti kra kubê tyk.,Kôkôti's son died to him,Kôkôti kra kubê tyk.		Kôkôti's son died to him
1427,Kôkôti kra kubê tẽ.,Kôkôti's son is gone to him,Kôkôti kra kubê tẽ.		Kôkôti's son is gone to him
1428,Kôkôti kra kubê tỹm.,Kôkôti's son is fallen to him,Kôkôti kra kubê tỹm.		Kôkôti's son is fallen to him
1429,Mẽ'õ abê tyk,Someone died to him.,Mẽ'õ abê tyk		Someone died to him.
1430,Mẽ'õ ibê tyk,Someone died to me.,Mẽ'õ ibê tyk		Someone died to me.
1431,Mẽ'õ kubê tyk,Someone died to him.,Mẽ'õ kubê tyk		Someone died to him.
1432,Mẽ'õ Kôkôtibê tyk,Someone died to him.,Mẽ'õ Kôkôtibê tyk		Someone died to him.
1433,Mẽ'õ bẽnjadjwỳrbê tyk,Someone died to him.,Mẽ'õ bẽnjadjwỳrbê tyk		Someone died to him.
1434,Me'õ ibê inhõ mryo akĩ. Someone stole my meat from,me.,Me'õ ibê inhõ mryo akĩ. Someone stole my meat from me.
1435,Me'õ ibê inhõ mryo abdju. Someone hid my meat from,me.,Me'õ ibê inhõ mryo abdju. Someone hid my meat from me.
1436,Me'õ ibê inhõ mryo tẽ. Someone leave my meat from,me.,Me'õ ibê inhõ mryo tẽ. Someone leave my meat from me.
1437,Me'õ ibê inhõ mryo ajkẽ. Someone destroy my meat from,me.,Me'õ ibê inhõ mryo ajkẽ. Someone destroy my meat from me.
1438,Djã ne ga mỳjja o akno?,Did you lose something,Djã ne ga mỳjja o akno?		Did you lose something
1439,"Warikokoja ne ba o aknon arỳm kum ikato Yes, I lose the smoking pipe, but I already found",it,"Warikokoja ne ba o aknon arỳm kum ikato Yes, I lose the smoking pipe, but I already found it"
1440,ã bãm abãm nhidji o akno.,I forgot your father's name.,ã bãm abãm nhidji o akno.	 I forgot your father's name.
1441,Jãnh ne gar mõ? Where are you,from?,Jãnh ne gar mõ? Where are you from?
1442,Onij ngôtyktikurũm ne bar mõ,We're arriving from Ngôtykti river.,Onij ngôtyktikurũm ne bar mõ		We're arriving from Ngôtykti river.
1443,Mỳjkadjy ne gar mõ? What did you go,for?,Mỳjkadjy ne gar mõ? What did you go for?
1444,Ar ije tep o idjàbirmã ne bar mõ.,We went for fishing.,Ar ije tep o idjàbirmã ne bar mõ.	 We went for fishing.
1445,Djã ne gãm ar te mõn akubyn mõ? Did you go in vain and come,back?,Djã ne gãm ar te mõn akubyn mõ? Did you go in vain and come back?
1446,Ari kati!,No way.,Ari kati!	 No way.
1447,Tep ne kumex!,We find a lot of fish!,Tep ne kumex!	 We find a lot of fish!
1448,Tep punũtimẽ tetyktimẽ tepikôt ne bar o mõ no bôx,"We brought the catfish, the piranha and the peacock bass.","Tep punũtimẽ tetyktimẽ tepikôt ne bar o mõ no bôx	 We brought the catfish, the piranha and the peacock bass."
1449,Djãm arỳm ne me amã tep 'õ ngã? Did they give you a,fish?,Djãm arỳm ne me amã tep 'õ ngã? Did they give you a fish?
1450,Kati. Me kuta imã õr kêt.,"No, they don't give me anything.","Kati. Me kuta imã õr kêt.	 No, they don't give me anything."
1451,Je! What a,thing!,Je! What a thing!
1452,Ikrakôt dja ba amã tep jano.,I will send one to you with my son.,Ikrakôt dja ba amã tep jano.		I will send one to you with my son.
1453,Mỳjkurũm ne gar mõ? Where are you,from?,Mỳjkurũm ne gar mõ? Where are you from?
1454,Pyka jaka bar mõ.,We arrive from white earth region.,Pyka jaka bar mõ.	 We arrive from white earth region.
1455,Purmã ne ba tẽ. I'm going to the,farm.,Purmã ne ba tẽ. I'm going to the farm.
1456,Jãm ne ga tẽ?,Where are you going to?,Jãm ne ga tẽ?	 Where are you going to?
1457,Jãnh ne ga tẽ?,Where do you come from,Jãnh ne ga tẽ?	Where do you come from
1458,Purkurũm ne ba tẽ,I'm come from the farm,Purkurũm ne ba tẽ	 I'm come from the farm
1459,Kôkôti ne nã ro'ã àpênh.,Kôkôti works with her mother,Kôkôti ne nã ro'ã àpênh.		Kôkôti works with her mother
1460,Kôkôti ne kanikwỳnh ro'ã àpênh.,Kôkôti works with her sister,Kôkôti ne kanikwỳnh ro'ã àpênh.		Kôkôti works with her sister
1461,Kôkôti ro'ã ngônhmã tẽ,Kôkôti went to the river with him,Kôkôti ro'ã ngônhmã tẽ	Kôkôti went to the river with him
1462,Kôkôti ro'ã mànkà'ỳr tẽ,Kôkôti went to the plane with him,Kôkôti ro'ã mànkà'ỳr tẽ		Kôkôti went to the plane with him
1463,Djãm ngrêre?,Are they few?,Djãm ngrêre?		Are they few?
1464,Kati. Kumex.,"No, they're a lot","Kati. Kumex.		No, they're a lot"
1465,Krãptĩ,They're a lot,Krãptĩ	They're a lot
1466,Djãm 'ire?,Is he lean?,Djãm 'ire?	 Is he lean?
1467,Ĩptĩ,It's fat,Ĩptĩ		It's fat
1468,Ti,It's big,Ti	It's big
1469,Rax It's,big,Rax It's big
1470,Abatành It's,huge,Abatành It's huge
1471,Kre rax It's,large,Kre rax It's large
1472,Prêk,It's tall.,Prêk		It's tall.
1473,"___, mỳj ne mĩkam kute? How is it the alligattor",way,"___, mỳj ne mĩkam kute? How is it the alligattor way"
1474,Mĩne punu,the alligattor is ugly,Mĩne punu	 the alligattor is ugly
1475,Nãm kjêti. Nãm inhu jabjê.,He has thick legs and a long mouth.,Nãm kjêti. Nãm inhu jabjê.	He has thick legs and a long mouth.
1476,Nãm amy jabjê.,He has a long tail too.,Nãm amy jabjê.	He has a long tail too.
1477,Nãm a'uri no mjõto ikwã.,"During the day, he keeps his eyes closed","Nãm a'uri no mjõto ikwã.		During the day, he keeps his eyes closed"
1478,"Djãm mĩ mexgot! The alligator isn't a good thing,",no.,"Djãm mĩ mexgot! The alligator isn't a good thing, no."
1479,"Nà, bar mĩ pymaje prõt ne","Yes, we run afraid of the alligator","Nà, bar mĩ pymaje prõt ne	 Yes, we run afraid of the alligator"
1480,Djãm me kute kur?,Did we eat him?,Djãm me kute kur?	 Did we eat him?
1481,Kati. Me kute kur kêt.,"No, we don't eat him","Kati. Me kute kur kêt.	No, we don't eat him"
1482,Mỳj ne wakõkam kute?,How is it the coati way?,Mỳj ne wakõkam kute?		How is it the coati way?
1483,Wakõ ne kĩ kamrêk ne,The coati has red hair,Wakõ ne kĩ kamrêk ne		The coati has red hair
1484,Kwỳ kĩ kamrêk ne kwỳ kĩ krakri kakrãtyk.,Some has red hairs and others has black hairs underneath.,Kwỳ kĩ kamrêk ne kwỳ kĩ krakri kakrãtyk.		Some has red hairs and others has black hairs underneath.
1485,Djãm me kute kur?,Did we eat him?,Djãm me kute kur?	 Did we eat him?
1486,Nà. Me kute kur.,"Yes, we eat him","Nà. Me kute kur.		Yes, we eat him"
1487,kamrêk,red beginning,kamrêk	red beginning
1488,Mỳj ne pãnh kute?,How much does it cost?,Mỳj ne pãnh kute?	 How much does it cost?
1489,Mỳj ne djudjê pãnh kute?,How much does the arc cost?,Mỳj ne djudjê pãnh kute?		How much does the arc cost?
1490,Ta ne pãnh 20.,That thing costs 20.,Ta ne pãnh 20.	That thing costs 20.
1491,Katõk'y pãnh 20.,The candies costs 20,Katõk'y pãnh 20.		The candies costs 20
1492,Mỳj ne nhidji kute? What is his,name?,Mỳj ne nhidji kute? What is his name?
1493,Mỳj ne nhidji kute? What is that one's,name?,Mỳj ne nhidji kute? What is that one's name?
1494,Nhidjibê ne João,His name is João,Nhidjibê ne João		His name is João
1495,Mỳj ne ga tawa on?,How do you do that thing?,Mỳj ne ga tawa on?	How do you do that thing?
1496,Mỳj ne ga adjàpênh on?,How do you do your work?,Mỳj ne ga adjàpênh on?	How do you do your work?
1497,Ba amã môp kaba.,I took some cara for you.,Ba amã môp kaba.		I took some cara for you.
1498,Ba amĩm môp kaba.,I took some cara for me.,Ba amĩm môp kaba.		I took some cara for me.
1499,Ba amim kuby.,I got it for me.,Ba amim kuby.	 I got it for me.
1500,Ba amim kay.,I sewed it for me.,Ba amim kay.	 I sewed it for me.
1501,Me aben tak They,fought,Me aben tak They fought
1502,Me abenmã kabẽn They,talked,Me abenmã kabẽn They talked
1503,Me abenmã 'ã karõ,They planned,Me abenmã 'ã karõ	They planned
1504,Me abenkam ngryk They got,angry,Me abenkam ngryk They got angry
1505,Me kwatỳnh me'ỳr ban bôx ne kam me kra'ã memã kabẽn ne,The grandmas go to them and they talk about their children.,Me kwatỳnh me'ỳr ban bôx ne kam me kra'ã memã kabẽn ne	 The grandmas go to them and they talk about their children.
1506,Me kwatỳnh me'ỳr ban bôx ne kam me kra'ã memã kabẽn ne,The aunts go to them and they talk about their children.,Me kwatỳnh me'ỳr ban bôx ne kam me kra'ã memã kabẽn ne	 The aunts go to them and they talk about their children.
1507,Nhym me kam me êje tor krĩ. Then they dance to honor the,children.,Nhym me kam me êje tor krĩ. Then they dance to honor the children.
1508,"Nã bãm kum, So I ask","him,","Nã bãm kum, So I ask him,"
1509,"Mỳj'ã ne me amĩjaprã? Djãm kaprãn'ã? ane. Nhym kam, ""What meat did they end the party with? Was it with tortoise?""","Then,","Mỳj'ã ne me amĩjaprã? Djãm kaprãn'ã? ane. Nhym kam, ""What meat did they end the party with? Was it with tortoise?"" Then,"
1510,"Kati. Nãm me ate amrẽ me'õ'ã tep'ỳr tẽ. ""No, they went looking for fish to use as food for the party","climax""","Kati. Nãm me ate amrẽ me'õ'ã tep'ỳr tẽ. ""No, they went looking for fish to use as food for the party climax"""
1511,"Ba kam kum, I told",him,"Ba kam kum, I told him"
1512,Mỳj me'õ kra djêje ne me amĩjaprã? ane. Nhym kam,"""Whose was the child honored in the party?""","Mỳj me'õ kra djêje ne me amĩjaprã? ane. Nhym kam		""Whose was the child honored in the party?"""
1513,"Be, ar àtẽk djêje ne me amĩjaprã.","""Well, it was their àtẽk that was honored in the party.""","Be, ar àtẽk djêje ne me amĩjaprã.	 ""Well, it was their àtẽk that was honored in the party."""
1514,amĩjaprã,make the highlight of a party,amĩjaprã		make the highlight of a party
1515,Mỳj me'õ'ã ne me keket? Who are they laughing,at?,Mỳj me'õ'ã ne me keket? Who are they laughing at?
1516,Mỳj me'õ'ã ne me kabẽn? Who are they talking,about?,Mỳj me'õ'ã ne me kabẽn? Who are they talking about?
1517,Kra'ã ne me keket,They're laughing at the child,Kra'ã ne me keket	 They're laughing at the child
1518,Kra'ã ne me kabẽn,They're talking about the child,Kra'ã ne me kabẽn	 They're talking about the child
1519,Mỳj'ã ne me amĩjaprã?,What did they end the party with,Mỳj'ã ne me amĩjaprã?	 What did they end the party with
1520,Kaprãn'ã ne me amĩjaprã.,They ended it with the tortoise.,Kaprãn'ã ne me amĩjaprã.		They ended it with the tortoise.
1521,Angrô ne me amĩjaprã.,They ended it with the jawbone.,Angrô ne me amĩjaprã.		They ended it with the jawbone.
1522,Tep ne me amĩjaprã.,They ended it with the jawbone.,Tep ne me amĩjaprã.		They ended it with the jawbone.
1523,Mry ne me amĩjaprã.,They ended it with the meat.,Mry ne me amĩjaprã.		They ended it with the meat.
1524,Kôkôti ne 'ã kabẽn. Kôkôti told about,him.,Kôkôti ne 'ã kabẽn. Kôkôti told about him.
1525,Kôkôti ne ijã kabẽn.,Kôkôti told about me.,Kôkôti ne ijã kabẽn.		Kôkôti told about me.
1526,Kôkôti ne ajã kabẽn.,Kôkôti told about you.,Kôkôti ne ajã kabẽn.		Kôkôti told about you.
1527,Kôkôti ne me'ã kabẽn.,Kôkôti told about them.,Kôkôti ne me'ã kabẽn.		Kôkôti told about them.
